Countries (ISO2),Countries,Year,Indicators,Result,Analysis [EN],latitude,longitude
RU,Russian Federation,2019,Are 12 years of primary and secondary education legally free?,Partially,"The legal framework guarantees free primary and secondary education for 11 years.Federal Law on Education of 2012 (unofficial translation)Article 5. (3) The Russian Federation guarantees accessibility and free of charge education in accordance with federal state educational standards of pre-school, primary general, basic general and secondary general education, secondary education vocational education, as well as on a competitive basis, free higher education, if the education of this level the citizen receives for the first time.“Federal State Educational Standard for Primary General Education” order of the Russian Minister of Education and Science of 2009 (unofficial translation)§4. … The period of primary general education is four years…“Federal State Educational Standard for Basic General Education” order of the Russian Minister of Education and Science of 2010 (unofficial translation)§2 …  The period of basic general education is five years …“Federal State Educational Standard for Secondary General Education” order of the Russian Minister of Education and Science of 2012 (unofficial translation)§2 … The period of secondary general education is two years …",60.0,100.0
RU,Russian Federation,2019,Is pre-primary education legally free and compulsory?,Partially,"The legal framework guarantees a year of free pre-school education but it is not compulsory. Constitution of the Russian Federation of 1993, as amended in 2014Article 43. (1) Everyone shall have the right to education.(2) General access and free pre-school, secondary and secondary vocational education in State and municipal educational institutions and at enterprises shall be guaranteed.Federal Law on Education of 2012 (unofficial translation)Article 5. Right to Education. State guarantees of the right to education in the Russian Federation. (3) The Russian Federation guarantees accessibility and free of charge education in accordance with federal state educational standards of pre-school, primary general, basic general and secondary general education, secondary education vocational education, as well as on a competitive basis, free higher education, if the education of this level the citizen receives for the first time.",60.0,100.0
RU,Russian Federation,2019,Is equal access to post-secondary education legally guaranteed?,Partially,"The legal framework guarantees a general principle of equal access and this law covers higher education but doesn’t explicitly apply to post-secondary TVET.Federal Law on Education of 2012 (unofficial translation)Section 2. Basic Concepts Used in this Federal LawFor the purposes of this Federal Law, the following basic concepts apply: …27) inclusive education - ensuring equal access to education for all students, taking into account the diversity of special educational needs and individual opportunities;Article 5. Right to Education. State guarantees of the right to education in the Russian Federation. (3) The Russian Federation guarantees accessibility and free of charge in accordance with federal state educational standards of pre-school, primary general, basic general and secondary general education, secondary education vocational education, as well as on a competitive basis, free higher education, if the education of this level the citizen receives for the first time.Article 69. Higher Education …",60.0,100.0
RU,Russian Federation,2019,Is the legal age of marriage set at least at 18 years old?,Partially,"Minimum age of marriage for girls is 18 years but exceptions permit marriage from 16 years with permission of the local public authorities. However, the conditions of marriage before reaching the age of sixteen years may be laid down by laws, which could allow for lowering the age under 16.Civil code of 1994Article 21. Citizen’s active capacity.(1) The citizen’s capacity in using his actions to acquire and exercise civil rights, create civil duties for himself and realize them (citizen’s active capacity) arises in full measure at the time of his majority, i.e. upon his reaching the age of eighteen.Family code of 1995Article 13. The Marriageable Age (1) The marriageable age shall be established as eighteen years. (2) In the presence of valid reasons, the bodies of local self-government at the residence of persons wishing to enter into a marriage may, at the request of such persons, permit entering into a marriage to persons who have reached the age of sixteen years. The procedure and the terms because of whose existence a marriage may be entered into by way of an exception, with account for specific circumstances, before reaching the age of sixteen years, may be laid down by the laws of the subjects of the Russian Federation.",60.0,100.0
RU,Russian Federation,2019,Is the minimum age of employment at least 15 and aligned with the end of compulsory education?,Yes,"Minimum age of employment is 16 and is therefore aligned with the end of compulsory education.Labour code of 2001 Article 63. Age at which conclusion of the labor contract is permitted. It shall be permitted to conclude labor contract with persons attaining the age of sixteen.In cases of completing the basic general education or leaving the general educational establishment in accordance with the federal law, persons shall be entitled to conclude labor contracts at attaining the age of fifteen.",60.0,100.0
RU,Russian Federation,2019,Are learners legally protected against all violence and corporal punishment in educational institutions?,Partially,"The legal framework provides for a limited protection from violence in educational institutions and no provision explicitly prohibiting corporal punishment has been identified.Federal Law on Education of 2012 (unofficial translation)Article 34. Basic rights of students and measures for their social support and stimulation. (1) Students are granted academic rights to: … 9. respect for human dignity, protection from all forms of physical or mental violence, injury personality, the protection of life and health.Article 43. Duties and Responsibilities of Students(3). Discipline in the organization engaged in educational activities is supported on the basis of respect for the human dignity of students and teachers. The use of physical and (or) mental violence against students is not allowed.(4). For non-fulfillment or violation of the charter of the organization carrying out educational activities, internal rules, rules of living in dormitories and boarding schools and other local regulations on the organization and implementation of educational activities, students may be subject to disciplinary measures - remark, reprimand, expulsion from educational organizations.(5). Disciplinary measures are not applied to students in educational programs of pre-school, primary general education, as well as to students with disabilities (with mental retardation and various forms of mental retardation).(6). It is not allowed to apply disciplinary measures to students during their illness, vacation, academic leave, maternity leave or parental leave.",60.0,100.0
RU,Russian Federation,2019,Is pregnant and parenting girls’ right to education protected in the legal framework?,"No, not explicitly",No legal provision has been identified relating to the right to education of pregnant and parenting girls.,60.0,100.0
RU,Russian Federation,2019,General comments,Yes,"The Russian Federation is a federal state. Article 43 (5) of the Federal Constitution stipulates that “The Russian Federation shall establish federal State educational standards and shall support various forms of education and self-education”. Article 144 of the Federal Constitution states that “(1) The Government of the Russian Federation: … c) shall ensure the implementation in the Russian Federation of a uniform State policy in the sphere of culture, science, education, health, social security and ecology”.",60.0,100.0
RU,Russian Federation,2019,Data last update,Yes,Last update: 11/2019,60.0,100.0
RW,Rwanda,2019,Is the country party to UNESCO Convention against Discrimination in Education?,Yes,Rwanda ratified the UNESCO Convention against Discrimination in Education on 28 December 2000.,-2.0,30.0
RW,Rwanda,2019,Is the country party to the UN Convention on the Elimination of Discrimination against Women?,Yes,"Rwanda ratified the Convention on the Elimination of All Forms of Discrimination against Women on 2 March 1981, without reservations.",-2.0,30.0
RW,Rwanda,2019,Does the Constitution enshrine the right to education without discrimination?,"Yes, without discrimination based on sex/gender","The Constitution of Rwanda guarantees the right to education to all citizens and guarantees equality of right without discrimination based on sex. Constitution of Rwanda 2003, as amended in 2015 Article 10: The State of Rwanda commits itself to upholding the following fundamental principles and ensuring their respect: … (4) building a State governed by the rule of law, a pluralistic democratic Government, equality of all Rwandans and between men and women … Article 16: All Rwandans are born and remain equal in rights and freedoms. Discrimination of any kind or its propaganda based on, inter alia, ethnic origin, family or ancestry, clan, skin colour or race, sex, region, economic categories, religion or faith, opinion, fortune, cultural differences, language, economic status, physical or mental disability or any other form of discrimination are prohibited and punishable by law.Article 20: Every Rwandan has the right to education. … ",-2.0,30.0
RW,Rwanda,2019,Does the legislation enshrine the right to education without discrimination?,"No, the right to education is not enshrined",No provision guaranteeing the right to education has been identified in the legislation.,-2.0,30.0
RW,Rwanda,2019,Are 9 years of primary and secondary education legally compulsory?,Partially,"Rwanda’s national legislation guarantees six years of compulsory primary education from seven years old onwards.Constitution of Rwanda 2003, as amended in 2015 Article 20: … Primary education is compulsory and free in public schools. …Law governing the organization and functioning of nursery, primary and secondary education n. 23 of 2012Article 32: Cycles of primary education Primary education shall last six (6) years …Article 33: Primary education is compulsory for all children who are seven (7) years old, with the possibility of enrolment of children aged six (6) years if deemed necessary.",-2.0,30.0
RW,Rwanda,2019,Are 12 years of primary and secondary education legally free?,Partially,"National education law guarantees free primary education for a period of six years. The law states that secondary education fees should be paid by parents. Constitution of Rwanda 2003, as amended in 2015 Article 20: … Primary education is compulsory and free in public schools. …Law governing the organization and functioning of nursery, primary and secondary education n. 23 of 2012Article 32: Cycles of primary education Primary education shall last six (6) years and consist of the following two (2) cycles … Article 34: Primary school education is compulsory and free both in public and Government subsidized schools. Free education refers to lessons freely offered to a student by a teacher as well as basic teaching aids.Article 41: Secondary schools fees. An Order of the Minister in charge of Education determines school fees to be paid by parents in both public and Government subsidized secondary schools.",-2.0,30.0
RW,Rwanda,2019,Is pre-primary education legally free and compulsory?,No,Pre-primary education is neither free nor mandatory.,-2.0,30.0
RW,Rwanda,2019,Is equal access to post-secondary education legally guaranteed?,No,No provision guaranteeing equal access to post-secondary education has been identified. ,-2.0,30.0
RW,Rwanda,2019,Is the legal age of marriage set at least at 18 years old?,Yes,"The minimum age of marriage for girls is 21 years without exceptions.Law governing Persons and Family n. 32, of 2016Article 168: The minimum legal age for marriage is twenty-one (21) years.",-2.0,30.0
RW,Rwanda,2019,Is the minimum age of employment at least 15 and aligned with the end of compulsory education?,No,"The national labour law sets the minimum age of employments at 16 years old. However, education is compulsory until 12 years old only and therefore the ages are not aligned.Law regulating labour in Rwanda n. 66 of 2018Article 5: The minimum age for admission to employment is sixteen (16) years.",-2.0,30.0
RW,Rwanda,2019,Are learners legally protected against all violence and corporal punishment in educational institutions?,No,"National law does not explicitly prohibit the use of corporal punishment in educational institutions but only qualifies harassing and severe punishment on a child as an offence. No provision concerning other forms of violence has been identified.Law relating to the protection of the child n. 71, of 2018Article 28: Harassing a child or imposing severe punishments on him/ her without prejudice to heavier penalties provided for by other laws, a person who harasses a child or imposes severe or degrading punishments including corporal sanctions on him/her, commits an offence. ",-2.0,30.0
RW,Rwanda,2019,Is pregnant and parenting girls’ right to education protected in the legal framework?,"No, not explicitly",No legal provision has been identified relating to the right to education of pregnant and parenting girls.,-2.0,30.0
RW,Rwanda,2019,Data last update,Yes,Last update: 03/2021,-2.0,30.0
RW,Rwanda,2021,Is the country party to UNESCO Convention against Discrimination in Education?,Yes,Rwanda ratified the UNESCO Convention against Discrimination in Education on 28 December 2000.,-2.0,30.0
RW,Rwanda,2021,Is the country party to the UN Convention on the Elimination of Discrimination against Women?,Yes,"Rwanda ratified the Convention on the Elimination of All Forms of Discrimination against Women on 2 March 1981, without reservations.",-2.0,30.0
RW,Rwanda,2021,Does the Constitution enshrine the right to education without discrimination?,"Yes, without discrimination based on sex/gender","The Constitution of Rwanda guarantees the right to education to all citizens and guarantees equality of right without discrimination based on sex. Constitution of Rwanda 2003, as amended in 2015 Article 10: The State of Rwanda commits itself to upholding the following fundamental principles and ensuring their respect: … (4) building a State governed by the rule of law, a pluralistic democratic Government, equality of all Rwandans and between men and women … Article 16: All Rwandans are born and remain equal in rights and freedoms. Discrimination of any kind or its propaganda based on, inter alia, ethnic origin, family or ancestry, clan, skin colour or race, sex, region, economic categories, religion or faith, opinion, fortune, cultural differences, language, economic status, physical or mental disability or any other form of discrimination are prohibited and punishable by law.Article 20: Every Rwandan has the right to education. … ",-2.0,30.0
RW,Rwanda,2021,Does the legislation enshrine the right to education without discrimination?,Partially,The legislation does not enshrine a comprehensive right to education as it is limited to primary education.Law determining the organization of education n° 010 of 2021  Article 57: Right to primary educationNo child may be deprived of the right to attend primary school.,-2.0,30.0
RW,Rwanda,2021,Are 9 years of primary and secondary education legally compulsory?,Partially,"Rwanda’s national legislation guarantees six years of compulsory primary education from six years old onwards.Constitution of Rwanda 2003, as amended in 2015 Article 20: … Primary education is compulsory and free in public schools. …Law determining the organization of education n° 010 of 2021  Article 55. Primary education is organised in a single cycle of six (6) years …Article 56. A child starts primary school at the age of at least six (6) years old.Article 57. Primary education is compulsory and free both in public and Government-subsidised schools. In these schools, the cost of education is covered by the government.",-2.0,30.0
RW,Rwanda,2021,Are 12 years of primary and secondary education legally free?,Partially,"Although the government helps cover the costs of education in public schools, the national education law only guarantees free primary education for a period of six years.Constitution of Rwanda 2003, as amended in 2015 Article 20: … Primary education is compulsory and free in public schools. … Law determining the organization of education n° 010 of 2021  Article 23. Benefits for a learner. The Government contributes in covering the cost of education and feeding for a learner in public and Government-subsidised pre-primary, primary, general or technical and vocational secondary schools. … The Government also contributes in helping a learner who meets the requirements access a study loan or bursary to study in public, Government-subsidised or foreign institutions of higher learning.Article 55. Primary education is organised in a single cycle of six (6) years …Article 57. Primary education is compulsory and free both in public and Government-subsidised schools. In these schools, the cost of education is covered by the government.",-2.0,30.0
RW,Rwanda,2021,Is pre-primary education legally free and compulsory?,No,"The law provides that pre-primary education begins at the age of three and lasts three years, but it is not mandatory and while the government contributes to covering the cost, it is not fully free.Law determining the organization of education n° 010 of 2021 Article 23. Benefits for a learner. The Government contributes in covering the cost of education and feeding for a learner in public and Government-subsidised pre-primary, primary, general or technical and vocational secondary schools. …Article 53: Pre-primary education A pre-primary education is organized in a single cycle of three (3) years. A pre-primary cycle admits children aged at least three (3) years.",-2.0,30.0
RW,Rwanda,2021,Is equal access to post-secondary education legally guaranteed?,No,Equal access to post-secondary education is not expressly guaranteed as the law only set that the “mission” of education is to provide all with an inclusive education.Law determining the organization of education n° 010 of 2021  Article 3: Mission of education  The mission of education in Rwanda is to provide all and in an inclusive manner with quality education to solve problems in order to achieve sustainable development. ,-2.0,30.0
RW,Rwanda,2021,Is the legal age of marriage set at least at 18 years old?,Yes,"The minimum age of marriage for girls is 21 years without exceptions.Law governing Persons and Family n. 32, of 2016Article 168: The minimum legal age for marriage is twenty-one (21) years.",-2.0,30.0
RW,Rwanda,2021,Is the minimum age of employment at least 15 and aligned with the end of compulsory education?,No,"The national labour law sets the minimum age of employments at 16 years old. However, education is compulsory until 12 years old only and therefore the ages are not aligned.Law regulating labour in Rwanda n. 66 of 2018Article 5: The minimum age for admission to employment is sixteen (16) years.Law determining the organization of education n° 010 of 2021Art 126: Causing school drop- outSubject to the provisions of other penal laws, any person who employs a child and thus prevents the child from studying in basic education institutions, commits a fault...",-2.0,30.0
RW,Rwanda,2021,Are learners legally protected against all violence and corporal punishment in educational institutions?,No,"National law does not explicitly prohibit the use of corporal punishment in educational institutions but only qualifies harassing and severe punishment on a child as an offence. No provision concerning other forms of violence has been identified.Law relating to the protection of the child n. 71, of 2018Article 28: Harassing a child or imposing severe punishments on him/ her without prejudice to heavier penalties provided for by other laws, a person who harasses a child or imposes severe or degrading punishments including corporal sanctions on him/her, commits an offence. ",-2.0,30.0
RW,Rwanda,2021,Is pregnant and parenting girls’ right to education protected in the legal framework?,"No, not explicitly",No legal provision has been identified relating to the right to education of pregnant and parenting girls.,-2.0,30.0
RW,Rwanda,2021,Data last update,Yes,Last update: 04/2022,-2.0,30.0
KN,Saint Kitts and Nevis,2019,Is the country party to UNESCO Convention against Discrimination in Education?,No,Saint Kitts and Nevis has not ratified the UNESCO Convention against Discrimination in Education.,17.3578,-62.783
KN,Saint Kitts and Nevis,2019,Is the country party to the UN Convention on the Elimination of Discrimination against Women?,Yes,Saint Kitts and Nevis ratified the UN Convention on the Elimination of All Forms of Discrimination against Women on 25/04/1985 with no reservations.,17.3578,-62.783
KN,Saint Kitts and Nevis,2019,Does the Constitution enshrine the right to education without discrimination?,"No, the right to education is not enshrined","The Constitution of Saint Kitts and Nevis does not enshrine the right to education and contains a provision on non-discrimination on the basis of sex. Constitution of St Kitts and Nevis, 1983Article 15. (1) ... no law shall make any provision that is discriminatory either or itself or in its effect. (2) ... a person shall not be treated in a discriminatory manner by any person acting by virtue of any written law or in the performance of the functions of any public office or any public authority. (3) In this section the expression discriminatory means affording different treatment to different persons attributable wholly or mainly to their respective descriptions by race, place or origin, birth out of wedlock, political opinions or affiliations, color, sex or creed whereby persons of one such description are subjected to disabilities or restrictions to which persons of another such description are not made subject or are accorded privileges or advantages that are not accorded to persons of another such descriptions.",17.3578,-62.783
KN,Saint Kitts and Nevis,2019,Does the legislation enshrine the right to education without discrimination?,Partially,"The legislation states that all persons are entitled to receive an educational programme, but this provision is dependent on available resources, therefore the right to education is not fully guaranteed. There is a non-discrimination provision but it only applies to access to education. Education Act of 2005, last amended in 2007Article 14. Subject to available resources, all persons are entitled to receive an educational programme appropriate to their needs in accordance with the provisions of this Act.Article 28. Subject to the provisions of this Act, no person who is eligible for admission to a public educational institution or an assisted private school as a student shall be refused admission on any discriminatory grounds including race, place of origin, political opinions, colour, creed, sex, or subject to the provisions of this Act, mental or physical handicap.",17.3578,-62.783
KN,Saint Kitts and Nevis,2019,Are 9 years of primary and secondary education legally compulsory?,Yes,"Education is compulsory until children attains 16 years old. The age at which compulsory education begins is prescribed by an Order of the Minister. Even though UNESCO has been unable to access such Order, Saint Kitts and Nevis reported that the begginning of compulsory primary education is set at five years old.Education Act of 2005, last amended in 2007Article 2. “compulsory school age” means the ages prescribed by the Minister during which students are obliged to attend school under section 26(1) of this Act; … “primary student” means a student who at the beginning of the school year has attained the age prescribed under section 26 or will attain that age on December 31 of that same year but has not attained the age of sixteen years;Article 26. (1) Every child shall attend school from the beginning of the school calendar in the school year following that in which the child attains the age prescribed by the Minister, by Order, until the last of the school calendar in the school year in which the child attains sixteen years of age or at the end of which the child obtains a certificate or diploma awarded by the Minister, whichever occurs first.",17.3578,-62.783
KN,Saint Kitts and Nevis,2019,Are 12 years of primary and secondary education legally free?,Partially,"The law of St Kitts and Nevis provides that education in public schools shall be without tuition fees, however this provision does not necessarily preclude the possibility of other direct fees and charges being imposed. In fact, the law also explicitly states that other charges may be imposed.Education Act of 2005, last amended in 2007Article 2. “educational programme” means a course of study whether conducted in an educational institution or otherwise that is designed to meet the specified learning needs of an individual or group of persons;Article 16. (1) No tuition fees consequent to the student’s attendance in an educational programme at a public school under section 26 shall be charged to the student or the parents of the student. (…) (b) other charges may be imposed at a public school or assisted private school with the approval of the Minister. Article 26. (1) Every child shall attend school from the beginning of the school calendar in the school year following that in which the child attains the age prescribed by the Minister, by Order, until the last of the school calendar in the school year in which the child attains sixteen years of age or at the end of which the child obtains a certificate or diploma awarded by the Minister, whichever occurs first.",17.3578,-62.783
KN,Saint Kitts and Nevis,2019,Is pre-primary education legally free and compulsory?,No,No disposition guaranteeing free or compulsory pre-primary education has been identified.  ,17.3578,-62.783
KN,Saint Kitts and Nevis,2019,Is equal access to post-secondary education legally guaranteed?,Yes,"The Education Act guarantees equal access to post-secondary education without discrimination, notably based on sex. Education Act of 2005, last amended in 2007Article 2. “educational institution” means any school, training centre, or college or such other institution of higher education as may be prescribed;Article 28. Subject to the provisions of this Act, no person who is eligible for admission to a public educational institution or an assisted private school as a student shall be refused admission on any discriminatory grounds including race, place of origin, political opinions, colour, creed, sex, or subject to the provisions of this Act, mental or physical handicap.",17.3578,-62.783
KN,Saint Kitts and Nevis,2019,Is the legal age of marriage set at least at 18 years old?,Partially,"Although the minimum age of marriage is 18 years old, it is possible to marry between 16 and 18 years old with parental or judicial consent. Judicial exceptions can even allow the marriage before this age, but not before the child reaches 15 years old.Marriage Act, last amended in 2002Article 28. (1) Where either of the parties, not being a widower or widow is under the age of eighteen years, no marriage shall take place between them until the consent of the persons or person required by this Act has been first obtained. (2) The consent required to the marriage of an infant under this section shall, in the case of a marriage intended to be solemnised on the granting of a licence by the Attorney-General or in the case of a marriage intended to be solemnised after the publication of banns, be that of the persons or person mentioned in the Second Schedule: (…)(3) A marriage solemnised between persons either of whom is under the age of sixteen shall be void:Provided however that the Attorney-General or his or her representative may, in his discretion, if, for serious reasons, he or she considers it to be in the interest of the intending spouses so to do, grant a licence to marry to any person under the age of sixteen but over the age of fifteen; (…)",17.3578,-62.783
KN,Saint Kitts and Nevis,2019,Is the minimum age of employment at least 15 and aligned with the end of compulsory education?,Yes,"The legal age for employment is 16 years old, therefore aligned with the end of compulsory education (16). Education Act of 2005, last amended in 2007Article 46. (1) Subject to subsection (2), a person who employs a child of school age during the school year commits an offence and is liable, on summary conviction, to a fine not exceeding two thousand dollars.Employment of Women, Young Persons and Children Act, last amended in 2002Article 2. In this Act— “child” means a person under the age of sixteen years … Article 4. (1) No child shall be employed or work in any public or private industrial undertaking, or in any branch thereof, other than an undertaking in which only members of the same family are employed, and any person who employs any child or permits him or her to work in contravention of this section commits an offence.",17.3578,-62.783
KN,Saint Kitts and Nevis,2019,Are learners legally protected against all violence and corporal punishment in educational institutions?,Corporal punishment is allowed,"The Education Act authorizes the use of corporal punishment within educational institutions. Moreover, no provision in the legal framework prohibiting other forms of violence such as sexual, psychological or physical violence within educational institutions, has been identified.Education Act of 2005, last amended in 2007Article 49. (…) (2) Corporal punishment may be administered where no other punishment is considered suitable or effective, and only by the principal, deputy principal or any teacher appointed by the principal for that purpose, in a manner which is in conformity with the guidelines issued, in writing, by the Chief Education Officer.",17.3578,-62.783
KN,Saint Kitts and Nevis,2019,Is pregnant and parenting girls’ right to education protected in the legal framework?,"No, not explicitly",No legal provisions relating to the right to education of pregnant and parenting girls have been identified.,17.3578,-62.783
KN,Saint Kitts and Nevis,2019,Data last update,Yes,Last update: 07/2024,17.3578,-62.783
LC,Saint Lucia,2019,Is the country party to UNESCO Convention against Discrimination in Education?,No,Saint Lucia has not ratified the UNESCO Convention against Discrimination in Education.,13.9094,-60.9789
LC,Saint Lucia,2019,Is the country party to the UN Convention on the Elimination of Discrimination against Women?,Yes,Saint Lucia ratified the UN Convention on the Elimination of All Forms of Discrimination against Women on 08/10/1982 with no reservations.,13.9094,-60.9789
LC,Saint Lucia,2019,Does the Constitution enshrine the right to education without discrimination?,"No, the right to education is not enshrined","The Constitution of Saint Lucia does not enshrine the right to education. However, it contains a principle of non-discrimination on the basis of sex.Constitution of Saint Lucia, amended in 2006Article 13. (1) Subject to the provisions of subsections (4), (5) and (7), no law shall make any provision that is discriminatory either of itself or in its effect.	(2) Subject to the provisions of subsections (6), (7) and (8), no person shall be treated in a discriminatory manner by any person or authority.	(3) In this section, the expression “discriminatory” means affording different treatment to different persons attributable wholly or mainly to their respective descriptions by sex, race, place of origin, political opinions, colour or creed whereby persons of one such description are subjected to disabilities or restrictions to which persons of another such description are not made subject or are accorded privileges or advantages which are not accorded to persons of another such description.",13.9094,-60.9789
LC,Saint Lucia,2019,Does the legislation enshrine the right to education without discrimination?,Partially,"The Education Act provides for a limited protection of the right to education as it is subject to available resources. There is a principle of non-discrimination, notably based on sex.The Education Act, last amended in 2005Article 14. Subject to available resources, all persons are entitled to receive an educational programme appropriate to their needs in accordance with this Act.Article 29. Subject to the provisions of this Act, a person who is eligible for admission to a public educational institution or an assisted school as a student shall not be refused admission on any discriminatory grounds including race, place of origin, political opinion, colour, creed, sex, or subject to the provisions of this Act, mental or physical handicap.",13.9094,-60.9789
LC,Saint Lucia,2019,Are 9 years of primary and secondary education legally compulsory?,Yes,"The legislation guarantees compulsory education for 10 years, from five years old to 15 years old. However, it is unclear what levels are part of compulsory education as primary students are defined as being between 5 and 15, which correspond to the duration of compulsory education.The Education Act, last amended in 2005 Article 2. “primary student” means a student who at the beginning of the school year has attained the age prescribed under section 27 or will attain that age on December 31 of that same year but has not attained the age of 15 years;Article 27. (1) Every child shall attend school from the beginning of the school year in which that child attains the age of 5 years until the end of the school year in which that child attains the age of 15 years.(2) Despite subsection (1), if the Minister is satisfied that it has become necessary or expedient to raise or lower the compulsory school age, the Minister may, by order, subject to affirmative resolution of the Parliament within 60 days of the making of the order, direct that subsection (1) have effect as if for references therein there were substituted a reference to any age prescribed in the order.  ",13.9094,-60.9789
LC,Saint Lucia,2019,Are 12 years of primary and secondary education legally free?,Partially,"Although the law in Saint Lucia provides education with no tuition fees, this provision does not necessarily preclude the possibility of other direct fees and charges being imposed by the Government, the local authority or the school, furthermore, the education Act explicitly states that other fees can be imposed.The Education Act, last amended in 2005Article 16. (1) No tuition fees consequent to the student’s attendance in an educational programme at a public school under section 27 shall be charged to the student or the parents of the student. (2) Despite subsection (1), …  (b) other charges may be imposed at a public school or assisted private school with the approval of the Minister.",13.9094,-60.9789
LC,Saint Lucia,2019,Is pre-primary education legally free and compulsory?,No,"Pre-primary education is not compulsory and its duration is of one year. Although the legislation states that education in public institution is tuition free, this provision does not necessarily preclude the possibility of other direct fees and does not apply explicitly to pre-primary education. Furthermore, the education Act explicitly states that other fees can be imposed.The Education Act, last amended in 2005Article 2. “early childhood education” means education provided either within a primary school or in an institution specially designed for that purpose and suitable to the needs of children three years of age or older but under five years of age;Article 16. (1) No tuition fees consequent to the student’s attendance in an educational programme at a public school under section 27 shall be charged to the student or the parents of the student. (2) Notwithstanding subsection (1),—  (b) other charges may be imposed at a public school or assisted private school with the approval of the Minister.Article 27. (1) Every child shall attend school from the beginning of the school year in which that child attains the age of 5 years until the end of the school year in which that child attains the age of 15 years.",13.9094,-60.9789
LC,Saint Lucia,2019,Is equal access to post-secondary education legally guaranteed?,Yes,"Saint Lucia guarantees admission to post-secondary education without discrimination, notably based on sex.The Education Act, last amended in 2005Article 2. “educational institution” means any school, training centre, or college or such other institution of higher education as may be prescribed; … “student” means a person of any age for whom education is provided under this Act; … “tertiary education” means: … (b) university education and instruction normally available at institutions for teacher training, vocational training and technical trainingArticle 29. Subject to the provisions of this Act, no person who is eligible for admission to a public educational institution or an assisted school as a student shall be refused admission on any discriminatory grounds including race, place of origin, political opinion, colour, creed, sex, or subject to the provisions of this Act, mental or physical handicap.",13.9094,-60.9789
LC,Saint Lucia,2019,Is the legal age of marriage set at least at 18 years old?,Partially,"The age of marriage is of 21 years for both girls and boys, but it is possible to get married from 16 years old with parental consent. It has been reported that an amendment of the Civil Code in 1988 has set the age of majority (therefore the age of marriage too) from 21 to 18 years old. [1] However, UNESCO has been unable to access the official legislation.Civil Code [2]Article 81. A marriage solemnized between persons either of whom is under the age of sixteen years is null and void.Article 85. Where the marriage of a minor, not being a widower or a widow, is intended to be solemnized the consent of the person or persons specified hereunder is required : —1 . Where both parents are living : (a) if parents are living together ; (b) if parents are divorced or separated by order of any Court or by agreement ; Article 284. Majority is attained at the age of twenty-one years. At that age persons are capable of performing all civil acts.-----[1] Committee on the Rights of the Child - Consideration of reports submitted by states parties under article 44 of the convention - Saint Lucia, 2 June 2004. UN Doc. CRC/C/28/Add.23, para 24.[2] Civil Code of Saint Lucia - revised ordinances of 1957, retrieved from : https://archive.org/stream/McGillLibrary-108619-371/108619_djvu.txt",13.9094,-60.9789
LC,Saint Lucia,2019,Is the minimum age of employment at least 15 and aligned with the end of compulsory education?,Yes,"The minimum age of employment is of 15 years old, therefore aligned with the end of compulsory education (15).Labour Code, 2006 Article 2. “child” means a person aged fifteen and under;Article 122. (1) Notwithstanding section 18 (2) and subject to subsection (2), a person shall not employ or allow to be employed any child who is under the minimum school leaving age as declared by any law in force in Saint Lucia except for employment during school holidays in light work.",13.9094,-60.9789
LC,Saint Lucia,2019,Are learners legally protected against all violence and corporal punishment in educational institutions?,Corporal punishment is allowed,"The Education Act authorizes the use of corporal punishment within school institutions. No provisions relating to other kind of violence in educational institutions have been identified.The Education Act, last amended in 2005 Article 50. (1) In the enforcement of discipline in public schools, assisted schools and private educational institutions, degrading or injurious punishment shall not be administered.(2) Corporal punishment may be administered where no other punishment is considered suitable or effective, and only by the principal, deputy principal or any teacher appointed by the principal for that purpose, in a manner which is in conformity with the guidelines issued in writing by the Chief Education Officer",13.9094,-60.9789
LC,Saint Lucia,2019,Is pregnant and parenting girls’ right to education protected in the legal framework?,"No, not explicitly",No legal provisions relating to the right to education of pregnant girls and women have been identified.,13.9094,-60.9789
LC,Saint Lucia,2019,Data last update,Yes,Last update: 07/2024,13.9094,-60.9789
VC,Saint Vincent and the Grenadines,2019,Is the country party to UNESCO Convention against Discrimination in Education?,Yes,Saint Vincent and the Grenadines ratified the UNESCO Convention against Discrimination in Education on 22/01/1985.,13.2528,-61.1971
VC,Saint Vincent and the Grenadines,2019,Is the country party to the UN Convention on the Elimination of Discrimination against Women?,Yes,Saint Vincent and the Grenadines ratified the UN Convention on the Elimination of All Forms of Discrimination against Women on 04/08/1981 with no reservations.,13.2528,-61.1971
VC,Saint Vincent and the Grenadines,2019,Does the Constitution enshrine the right to education without discrimination?,"No, the right to education is not enshrined","The Constitution of Saint Vincent and the Grenadines does not enshrine the right to education. There is a provision protecting from discrimination, including sex as a prohibited ground.The Constitution of Saint Vincent and the Grenadines of 1979Article 13. (1). Subject to the provisions of subsections (4),(5) and (7) of this section, no law shall make any provision that is discriminatory either of itself or in its effect.	(2). Subject to the provisions of subsections (6),(7) and (8) of this section, no persons shall be treated in a discriminatory manner by any persons acting by virtue of any written law or in the performance of the functions of any public office or any public authority.	(3). In this section, the expression discriminatory means affording different treatment to different persons attributable wholly or mainly to their respective descriptions by sex, race, place of origin, political opinions, color or creed whereby persons of one such description are subjected to disabilities or restrictions to which persons of another such descriptions are not made subject or are recorded privileges of advantages which are not accorded to persons of another such description.",13.2528,-61.1971
