comment_text,original_line,clean_text,sentiment,confidence,topic,emotions,neutral,surprise,sadness,joy,fear,anger,disgust,neutral_linguistic,surprise_linguistic,sadness_linguistic,joy_linguistic,fear_linguistic,anger_linguistic,disgust_linguistic,neutral_sentence_count,surprise_sentence_count,sadness_sentence_count,joy_sentence_count,fear_sentence_count,anger_sentence_count,disgust_sentence_count,dominant_emotion
"While the existence of a race based education quota is an ongoing issue, I’m afraid the seriousness of this issue may have been over exaggerated. Some of my malay friends in high school back then failed to get into the university of their choice as well, and they got about the same result as mine. It doesn’t really matter which race get the special treatment when every students across the nation is declining in their academic performance. I would say the most pressing issue in education is really about empowering the teachers, with continuous training and better incentives, provided that they are not being drown in the day to day mundane administrative tasks. After all, teachers are really the driving force that has direct influence over cultivating thinking skill among the kids. That said, all these can’t happen without supportive parents that are willing to involve themselves and cooperate with the teachers.",984,existence race based education quota ongoing issue afraid seriousness issue may exaggerated malay friends high school back failed get university choice well got result mine doesnt really matter race get special treatment every students across nation declining academic performance would say pressing issue education really empowering teachers continuous training better incentives provided drown day day mundane administrative tasks teachers really driving force direct influence cultivating thinking skill among kids said cant happen without supportive parents willing involve cooperate teachers,negative,0.6470261812210083,0,"{'fear': 0.9838204383850098, 'anger': 0.17090056836605072, 'joy': 0.08548340201377869, 'sadness': 0.05211392045021057, 'neutral': 0.5845078825950623, 'surprise': 0.07067215442657471, 'disgust': 0.012501095421612263, 'fear_linguistic': 1.2, 'neutral_linguistic': 0.6, 'sadness_linguistic': 0.6, 'fear_sentence_count': 1, 'love_sentence_count': 1, 'neutral_sentence_count': 1}",0.5845078825950623,0.07067215442657471,0.05211392045021057,0.08548340201377869,0.9838204383850098,0.17090056836605072,0.012501095421612263,0.6,0.0,0.6,0.0,1.2,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,fear
Too much politics doesn't help but really set the ball rolls downhill. Why don't leave it to the neutral experts & the people who really in the field,985,much politics doesnt help really set ball rolls downhill dont leave neutral experts people really field,negative,0.8248589634895325,0,"{'neutral': 0.6541124582290649, 'sadness': 0.19610320031642914, 'anger': 0.06783753633499146, 'disgust': 0.03943290933966637, 'surprise': 0.020717959851026535, 'joy': 0.01477769110351801, 'fear': 0.007018204312771559, 'sadness_linguistic': 1.2, 'neutral_linguistic': 2.4, 'sadness_sentence_count': 1, 'neutral_sentence_count': 1}",0.6541124582290649,0.020717959851026535,0.19610320031642914,0.01477769110351801,0.007018204312771559,0.06783753633499146,0.03943290933966637,2.4,0.0,1.2,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,neutral
And that’s the one & only reason!,987,thats one reason,positive,0.8633738160133362,1,"{'neutral': 0.8804574608802795, 'surprise': 0.05004554241895676, 'anger': 0.02847914956510067, 'joy': 0.01665014587342739, 'disgust': 0.01233470905572176, 'sadness': 0.007366199046373367, 'fear': 0.004666716326028109}",0.8804574608802795,0.05004554241895676,0.007366199046373367,0.01665014587342739,0.004666716326028109,0.02847914956510067,0.01233470905572176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neutral
Well yes but actually no,988,well yes actually,neutral,0.6649801135063171,2,"{'neutral': 0.6688937544822693, 'surprise': 0.26568105816841125, 'anger': 0.01856255903840065, 'joy': 0.014310330152511597, 'disgust': 0.012958893552422523, 'sadness': 0.012579781003296375, 'fear': 0.007013633847236633, 'neutral_linguistic': 1.0, 'neutral_sentence_count': 1}",0.6688937544822693,0.26568105816841125,0.012579781003296375,0.014310330152511597,0.007013633847236633,0.01856255903840065,0.012958893552422523,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,neutral
@…  I guess most of us did pay for shit. Indah Water. lol,989,guess pay shit indah water lol,negative,0.7171201109886169,-1,"{'anger': 0.5330033898353577, 'disgust': 0.17501690983772278, 'neutral': 0.13908050954341888, 'sadness': 0.06299474090337753, 'joy': 0.055719610303640366, 'surprise': 0.017908494919538498, 'fear': 0.01627633161842823}",0.13908050954341888,0.017908494919538498,0.06299474090337753,0.055719610303640366,0.01627633161842823,0.5330033898353577,0.17501690983772278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,anger
@…  hahahaha best answer ever.,990,hahahaha best answer ever,positive,0.971416175365448,1,"{'joy': 0.8416540622711182, 'surprise': 0.09874705970287323, 'neutral': 0.045581210404634476, 'sadness': 0.006326613482087851, 'anger': 0.005122814793139696, 'disgust': 0.00138591299764812, 'fear': 0.0011824184330180287}",0.045581210404634476,0.09874705970287323,0.006326613482087851,0.8416540622711182,0.0011824184330180287,0.005122814793139696,0.00138591299764812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,joy
"@…  can we be friends, can share whatapp",991,friends share whatapp,neutral,0.738217294216156,6,"{'neutral': 0.6747492551803589, 'surprise': 0.2655768394470215, 'joy': 0.026933766901493073, 'sadness': 0.021201282739639282, 'anger': 0.007397282402962446, 'fear': 0.002108215354382992, 'disgust': 0.002033486496657133}",0.6747492551803589,0.2655768394470215,0.021201282739639282,0.026933766901493073,0.002108215354382992,0.007397282402962446,0.002033486496657133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neutral
"@…  provided teachers are of the right calibre in the first place! Sadly, when the question of the teachers capabilities are raised, the government quickly sends selected teachers abroad for training! The government should send teachers showing promise overseas if they want & ensure those teachers then train the rest. Sadly the only thing I notice is there’s never a follow up, too much show in the beginning, then all fizzles out & our poor children are stuck in a mediocre educational environment, sigh…. The government should walk the talk if it seriously wants to revamp our education system. I dare say we are faring the worst in south east asia, sigh….",992,provided teachers right calibre first place sadly question teachers capabilities raised government quickly sends selected teachers abroad training government send teachers showing promise overseas want ensure teachers train rest sadly thing notice theres never follow much show beginning fizzles poor children stuck mediocre educational environment sigh government walk talk seriously wants revamp education system dare say faring worst south east asia sigh,negative,0.7871583700180054,-1,"{'sadness': 0.9526178240776062, 'surprise': 0.03058294765651226, 'joy': 0.0065432325936853886, 'neutral': 0.004976623225957155, 'fear': 0.002618970815092325, 'anger': 0.00221137679181993, 'disgust': 0.00044893394806422293, 'sadness_linguistic': 2.0, 'sadness_sentence_count': 1}",0.004976623225957155,0.03058294765651226,0.9526178240776062,0.0065432325936853886,0.002618970815092325,0.00221137679181993,0.00044893394806422293,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,sadness
"@…  in all honesty who in the right mind would want to be in teaching force when the pay is bad, work is twice as hard while both parents and school hold them accountable for everything. People who got into teaching are either due to genuine passion, or that it gives them simply a job prospect with benefits as gov servant. While qualifying the right candidate to serve as teacher is important, on going support and development is just as crucial. With the pencen system removed in the near future, teaching jobs are just going to be less desirable",994,honesty right mind would want teaching force pay bad work twice hard parents school hold accountable everything people got teaching either due genuine passion gives simply job prospect benefits gov servant qualifying right candidate serve teacher important going support development crucial pencen system removed near future teaching jobs going less desirable,negative,0.663539469242096,0,"{'anger': 0.553848147392273, 'joy': 0.21635830402374268, 'neutral': 0.15013255178928375, 'sadness': 0.047569550573825836, 'surprise': 0.020122477784752846, 'disgust': 0.00941507052630186, 'fear': 0.002553972415626049, 'love_linguistic': 1.0, 'love_sentence_count': 1}",0.15013255178928375,0.020122477784752846,0.047569550573825836,0.21635830402374268,0.002553972415626049,0.553848147392273,0.00941507052630186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,anger
You forgot the Dong Zhong. Shall abolish it 1st,995,forgot dong zhong shall abolish,negative,0.8403010964393616,-1,"{'neutral': 0.35093045234680176, 'anger': 0.3275960385799408, 'disgust': 0.1473245769739151, 'sadness': 0.14095231890678406, 'surprise': 0.015223565511405468, 'fear': 0.009199811145663261, 'joy': 0.00877332128584385}",0.35093045234680176,0.015223565511405468,0.14095231890678406,0.00877332128584385,0.009199811145663261,0.3275960385799408,0.1473245769739151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neutral
@…  is it funded by government like sekolah agama?,996,funded government like sekolah agama,neutral,0.911078155040741,0,"{'neutral': 0.6998563408851624, 'surprise': 0.09742194414138794, 'joy': 0.08300666511058807, 'sadness': 0.048482414335012436, 'anger': 0.032391734421253204, 'fear': 0.027272989973425865, 'disgust': 0.011568009853363037, 'joy_linguistic': 1.0, 'joy_sentence_count': 1}",0.6998563408851624,0.09742194414138794,0.048482414335012436,0.08300666511058807,0.027272989973425865,0.032391734421253204,0.011568009853363037,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,joy
What we get today is Quota-based PhD.,997,get today quotabased phd,neutral,0.8921738862991333,0,"{'neutral': 0.7852089405059814, 'surprise': 0.166641503572464, 'joy': 0.025016577914357185, 'sadness': 0.015989957377314568, 'anger': 0.004725303500890732, 'fear': 0.0014997526304796338, 'disgust': 0.0009179518092423677}",0.7852089405059814,0.166641503572464,0.015989957377314568,0.025016577914357185,0.0014997526304796338,0.004725303500890732,0.0009179518092423677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neutral
"Not everything is entirely abt politics. I hv been in education for 35 years n hv just retired n I can tell u tha it's got everything to do what goes on in the classroom n the school. Basically, the underperformance of our students due to too much rote learning n teachers n tuition teachers teaching young ppl short cuts to achieving their A's with no regard for genuine understanding n application.",998,everything entirely abt politics education years retired tell tha got everything goes classroom school basically underperformance students due much rote learning teachers tuition teachers teaching young ppl short cuts achieving regard genuine understanding application,neutral,0.486215740442276,0,"{'joy': 0.3742131292819977, 'neutral': 0.23422324657440186, 'sadness': 0.23133940994739532, 'anger': 0.09970037639141083, 'surprise': 0.046137914061546326, 'disgust': 0.011388004757463932, 'fear': 0.0029978975653648376, 'love_linguistic': 1.0, 'neutral_linguistic': 1.0, 'love_sentence_count': 1, 'neutral_sentence_count': 1}",0.23422324657440186,0.046137914061546326,0.23133940994739532,0.3742131292819977,0.0029978975653648376,0.09970037639141083,0.011388004757463932,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,neutral
@…  Race-based country produces Quota-based graduates(showcase quota- based PhD@USM recently).,999,racebased country produces quotabased graduatesshowcase quota based phdusm recently,neutral,0.911325991153717,0,"{'neutral': 0.6529233455657959, 'surprise': 0.2856823205947876, 'sadness': 0.02544863522052765, 'anger': 0.01515925396233797, 'joy': 0.013550065457820892, 'fear': 0.004867454990744591, 'disgust': 0.002368900692090392}",0.6529233455657959,0.2856823205947876,0.02544863522052765,0.013550065457820892,0.004867454990744591,0.01515925396233797,0.002368900692090392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neutral
You dont have to be highly strung abt anything...if Singapore is better than Mysia migrate to Singapore lah.We are happy as we are.If you are ambitious and not satisfied with education or life in Mysia you are welcome to go to other countries of your liking.Nobody  is stopping you,1000,dont highly strung abt anythingif singapore better mysia migrate singapore lahwe happy areif ambitious satisfied education life mysia welcome countries likingnobody stopping,neutral,0.4750511348247528,0,"{'joy': 0.9472616314888, 'surprise': 0.026595480740070343, 'sadness': 0.01233613584190607, 'neutral': 0.01075057778507471, 'anger': 0.0023534847423434258, 'fear': 0.00044834314030595124, 'disgust': 0.0002544374146964401, 'joy_linguistic': 2.4, 'joy_sentence_count': 1}",0.01075057778507471,0.026595480740070343,0.01233613584190607,0.9472616314888,0.00044834314030595124,0.0023534847423434258,0.0002544374146964401,0.0,0.0,0.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,joy
@…  that's most uncalled for. I hv been in education for 34 years n most of what he's saying is true. To say that is to turn a blind eye to a seething problem thars going to destroy the competitive edge of our younger generation. Don't think ur being patriotic. Saying what u said is the most unpatriotic thing to do n a great disservice to our country n our fellow Malaysians who hv children.,1001,thats uncalled education years hes saying true say turn blind eye seething problem thars going destroy competitive edge younger generation dont think patriotic saying said unpatriotic thing great disservice country fellow malaysians children,negative,0.8507303595542908,0,"{'sadness': 0.680125892162323, 'anger': 0.2656289041042328, 'fear': 0.028472386300563812, 'joy': 0.01703392155468464, 'neutral': 0.003918103873729706, 'surprise': 0.003280947683379054, 'disgust': 0.0015398984542116523, 'joy_linguistic': 1.0, 'sadness_linguistic': 1.0, 'neutral_linguistic': 1.0, 'joy_sentence_count': 1, 'sadness_sentence_count': 1, 'neutral_sentence_count': 1}",0.003918103873729706,0.003280947683379054,0.680125892162323,0.01703392155468464,0.028472386300563812,0.2656289041042328,0.0015398984542116523,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,sadness
"Its politicians best interest that rakyat becoming dumb and dumber so that they can control their minds and physical strenght. Best is they dont think, just follow instructions.
It worked best for umno for many years until the internet becoming a free tools for many. 
I thought those decades already over. But the education chart suggests otherwise. So this is no longer political wrong doing. But its the results of many yesrs abuse by political system that rendered this resukts",1002,politicians best interest rakyat becoming dumb dumber control minds physical strenght best dont think follow instructions worked best umno many years internet becoming free tools many thought decades already education chart suggests otherwise longer political wrong results many yesrs abuse political system rendered resukts,negative,0.611395001411438,0,"{'sadness': 0.6307456493377686, 'anger': 0.28650104999542236, 'neutral': 0.04008804261684418, 'joy': 0.01722908578813076, 'surprise': 0.013752206228673458, 'disgust': 0.006799791939556599, 'fear': 0.004884121473878622, 'sadness_linguistic': 1.0, 'sadness_sentence_count': 1}",0.04008804261684418,0.013752206228673458,0.6307456493377686,0.01722908578813076,0.004884121473878622,0.28650104999542236,0.006799791939556599,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,sadness
"​ @…  Fact check, your ""good SPM result"" is only ""good"" for your standard.",1004,fact check good spm result good standard,neutral,0.5118857026100159,-1,"{'neutral': 0.8746529221534729, 'surprise': 0.05347120016813278, 'joy': 0.040992140769958496, 'anger': 0.014361696317791939, 'sadness': 0.010021399706602097, 'fear': 0.0039880783297121525, 'disgust': 0.002512550912797451}",0.8746529221534729,0.05347120016813278,0.010021399706602097,0.040992140769958496,0.0039880783297121525,0.014361696317791939,0.002512550912797451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neutral
He can't say that on live programme la,1005,cant say live programme,neutral,0.5732435584068298,1,"{'neutral': 0.5910696387290955, 'sadness': 0.2380143702030182, 'surprise': 0.10692312568426132, 'joy': 0.04677373170852661, 'anger': 0.00862902868539095, 'disgust': 0.004838582128286362, 'fear': 0.0037514385767281055}",0.5910696387290955,0.10692312568426132,0.2380143702030182,0.04677373170852661,0.0037514385767281055,0.00862902868539095,0.004838582128286362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neutral
Yes. Agreed. ​ @…,1006,yes agreed,positive,0.7568666338920593,-1,"{'neutral': 0.812946081161499, 'joy': 0.06009746342897415, 'sadness': 0.05431920662522316, 'anger': 0.03063298761844635, 'disgust': 0.021120324730873108, 'surprise': 0.017535068094730377, 'fear': 0.003348867641761899}",0.812946081161499,0.017535068094730377,0.05431920662522316,0.06009746342897415,0.003348867641761899,0.03063298761844635,0.021120324730873108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neutral
Just migrate overseas,1007,migrate overseas,neutral,0.6808633208274841,0,"{'sadness': 0.42754024267196655, 'neutral': 0.21150359511375427, 'fear': 0.181901752948761, 'joy': 0.08366167545318604, 'surprise': 0.05962793901562691, 'anger': 0.03186916932463646, 'disgust': 0.00389557215385139}",0.21150359511375427,0.05962793901562691,0.42754024267196655,0.08366167545318604,0.181901752948761,0.03186916932463646,0.00389557215385139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,sadness
"​@… you can criticise her without having to make such derogatory comments about her and then have the nerve to ask her for her number like a creep, can see why our education system failed cuz produce ppl like you, use dick as brain",1008,criticise without make derogatory comments nerve ask number like creep see education system failed cuz produce ppl like use dick brain,negative,0.9360229969024658,0,"{'fear': 0.47407081723213196, 'anger': 0.4573012590408325, 'neutral': 0.025544341653585434, 'disgust': 0.02418595179915428, 'sadness': 0.008382627740502357, 'surprise': 0.008130467496812344, 'joy': 0.002384375547990203}",0.025544341653585434,0.008130467496812344,0.008382627740502357,0.002384375547990203,0.47407081723213196,0.4573012590408325,0.02418595179915428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,fear
"@…  many already did and many more are in process. Funny thing is those who migrate, include bumiputeras.🤭",1009,many already many process funny thing migrate include bumiputeras,neutral,0.6369750499725342,0,"{'surprise': 0.6871320605278015, 'joy': 0.21777085959911346, 'neutral': 0.07257720082998276, 'anger': 0.010818731039762497, 'sadness': 0.006453826557844877, 'fear': 0.003075868124142289, 'disgust': 0.002171445405110717, 'joy_linguistic': 1.0, 'joy_sentence_count': 1}",0.07257720082998276,0.6871320605278015,0.006453826557844877,0.21777085959911346,0.003075868124142289,0.010818731039762497,0.002171445405110717,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,joy
this is race issue broo,1010,race issue broo,negative,0.6882046461105347,0,"{'neutral': 0.8895295858383179, 'surprise': 0.07100081443786621, 'sadness': 0.017219120636582375, 'anger': 0.00924452394247055, 'joy': 0.006594620645046234, 'fear': 0.003465676913037896, 'disgust': 0.0029456664342433214}",0.8895295858383179,0.07100081443786621,0.017219120636582375,0.006594620645046234,0.003465676913037896,0.00924452394247055,0.0029456664342433214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neutral
Race based and religion based systems sure turns your country into shit,1011,race based religion based systems sure turns country shit,negative,0.9377309083938599,-1,"{'disgust': 0.5415594577789307, 'anger': 0.32713034749031067, 'neutral': 0.05618201196193695, 'surprise': 0.03953923285007477, 'fear': 0.015980403870344162, 'sadness': 0.01525400672107935, 'joy': 0.004354557953774929}",0.05618201196193695,0.03953923285007477,0.01525400672107935,0.004354557953774929,0.015980403870344162,0.32713034749031067,0.5415594577789307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,disgust
Those things almost got abolished but were rejected by people of many sides,1012,things almost got abolished rejected people many sides,negative,0.6708492040634155,-1,"{'neutral': 0.4072239100933075, 'sadness': 0.35190683603286743, 'anger': 0.09669097512960434, 'surprise': 0.06539011001586914, 'fear': 0.038437534123659134, 'disgust': 0.03154906630516052, 'joy': 0.008801531977951527}",0.4072239100933075,0.06539011001586914,0.35190683603286743,0.008801531977951527,0.038437534123659134,0.09669097512960434,0.03154906630516052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neutral
​ @… there arent such things for now. Only FB propagandas at most,1015,arent things propagandas,negative,0.5676465630531311,-1,"{'neutral': 0.8102607727050781, 'anger': 0.07592559605836868, 'disgust': 0.0698545053601265, 'surprise': 0.025550559163093567, 'sadness': 0.009672686457633972, 'fear': 0.005857615265995264, 'joy': 0.0028782892040908337}",0.8102607727050781,0.025550559163093567,0.009672686457633972,0.0028782892040908337,0.005857615265995264,0.07592559605836868,0.0698545053601265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neutral
​ @… damn. Imagine if schools like VI were kept more english at those times,1016,damn imagine schools like kept english times,neutral,0.5669286251068115,-1,"{'neutral': 0.8102613091468811, 'surprise': 0.0911153107881546, 'sadness': 0.06480268388986588, 'joy': 0.013898749835789204, 'disgust': 0.010578633286058903, 'anger': 0.006129053886979818, 'fear': 0.003214190248399973}",0.8102613091468811,0.0911153107881546,0.06480268388986588,0.013898749835789204,0.003214190248399973,0.006129053886979818,0.010578633286058903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neutral
"@…  certain cgpa is 2.0  only😂 4flat student cant have a seat or cant get the course they desired, those with preference only achieved 3.0 just go in like for granted... Like this still u say nothing wrong?",1017,certain cgpa flat student cant seat cant get course desired preference achieved like granted like still say nothing wrong,negative,0.8068897128105164,-1,"{'sadness': 0.44417640566825867, 'neutral': 0.3245903253555298, 'fear': 0.10143030434846878, 'anger': 0.08112051337957382, 'joy': 0.023913510143756866, 'surprise': 0.016807086765766144, 'disgust': 0.007961821742355824}",0.3245903253555298,0.016807086765766144,0.44417640566825867,0.023913510143756866,0.10143030434846878,0.08112051337957382,0.007961821742355824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,sadness
​ @… wait for coconuts drop. 😂😂😂,1018,wait coconuts drop,neutral,0.6869783401489258,-1,"{'neutral': 0.8602890372276306, 'sadness': 0.03384270891547203, 'surprise': 0.033838141709566116, 'anger': 0.030970484018325806, 'fear': 0.018618185073137283, 'joy': 0.013123947195708752, 'disgust': 0.009317541494965553}",0.8602890372276306,0.033838141709566116,0.03384270891547203,0.013123947195708752,0.018618185073137283,0.030970484018325806,0.009317541494965553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neutral
​ @…  mrsm tafis geh schools sekolah agama then uni for Malays only...use brains a bit here y'all r just bin tongkats remember that,1019,mrsm tafis geh schools sekolah agama uni malays onlyuse brains bit yall bin tongkats remember,negative,0.6708148121833801,-1,"{'neutral': 0.5282469391822815, 'surprise': 0.2441824972629547, 'sadness': 0.1749441921710968, 'joy': 0.029185239225625992, 'fear': 0.010548814199864864, 'anger': 0.009576382115483284, 'disgust': 0.0033159968443214893}",0.5282469391822815,0.2441824972629547,0.1749441921710968,0.029185239225625992,0.010548814199864864,0.009576382115483284,0.0033159968443214893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neutral
Well if thats true then our PM wont care about teh indegenous people beyond the penisular. He even mentioned about improving the indigenous Ibans or Dayaks in Kapit education facilities and the system itself. Youre living under a rock indeed.,1020,well thats true wont care teh indegenous people beyond penisular even mentioned improving indigenous ibans dayaks kapit education facilities system youre living rock indeed,negative,0.8222988247871399,0,"{'neutral': 0.8377810716629028, 'surprise': 0.054612863808870316, 'joy': 0.05066012963652611, 'sadness': 0.032969214022159576, 'anger': 0.013971375301480293, 'disgust': 0.007852493785321712, 'fear': 0.0021527798380702734, 'love_linguistic': 1.0, 'neutral_linguistic': 2.0, 'love_sentence_count': 1, 'neutral_sentence_count': 1}",0.8377810716629028,0.054612863808870316,0.032969214022159576,0.05066012963652611,0.0021527798380702734,0.013971375301480293,0.007852493785321712,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,neutral
"​ @… nah still the majority of beyond the peninsular is owned by the indigenous, and some chinese. We do not have Malay supremacy here, even Im Malay and my neighbourhood here is mostly chinese. You guys might be advanced infrastructure wise but your community's way of thinking is still during the racism that happened in our country in the past. This situation of yours is in shambles an utter train wreck.",1021,nah still majority beyond peninsular owned indigenous chinese malay supremacy even malay neighbourhood mostly chinese guys might advanced infrastructure wise communitys way thinking still racism happened country past situation shambles utter train wreck,negative,0.5770331025123596,-1,"{'sadness': 0.5147126913070679, 'fear': 0.20723775029182434, 'surprise': 0.10180903971195221, 'neutral': 0.09946733713150024, 'anger': 0.0482657253742218, 'joy': 0.024014191702008247, 'disgust': 0.004493267275393009}",0.09946733713150024,0.10180903971195221,0.5147126913070679,0.024014191702008247,0.20723775029182434,0.0482657253742218,0.004493267275393009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,sadness
"​ @… youre brain dead are you? MRSM is for all. We have already made malay the country's national language, why bother build a malay school when everyone is already abiding the ""must learn malay because it is mandatory for malaysian citizens"". Youre brain dead bro. Brain dead. Before that im also Malay, KL malay is cringe, if everyone wants to speak english then do it properly, modernity of our language is cringe. We should respect Malay like the Chinese did with Mandarin. Cakap nak memartabatkan bahasa melayu tapi rojak sini rojak situ, dah kenapa? Haih. Bingung aku.",1022,youre brain dead mrsm already made malay countrys national language bother build malay school everyone already abiding must learn malay mandatory malaysian citizens youre brain dead bro brain dead also malay malay cringe everyone wants speak english properly modernity language cringe respect malay like chinese mandarin cakap nak memartabatkan bahasa melayu tapi rojak sini rojak situ dah kenapa haih bingung aku,negative,0.7139568328857422,0,"{'fear': 0.8522410988807678, 'anger': 0.06843723356723785, 'joy': 0.025912337005138397, 'sadness': 0.021207356825470924, 'surprise': 0.01579335518181324, 'neutral': 0.014741577208042145, 'disgust': 0.0016670949989929795, 'anger_linguistic': 1.0, 'love_linguistic': 1.0, 'neutral_linguistic': 1.0, 'anger_sentence_count': 1, 'love_sentence_count': 1, 'neutral_sentence_count': 1}",0.014741577208042145,0.01579335518181324,0.021207356825470924,0.025912337005138397,0.8522410988807678,0.06843723356723785,0.0016670949989929795,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,fear
@…  dont have Malay supremacy? You sure or not abang...?? You know you get alot of privilege that other kaum don't get,1023,dont malay supremacy sure abang know get alot privilege kaum dont get,neutral,0.49919289350509644,0,"{'neutral': 0.7385820150375366, 'sadness': 0.10414702445268631, 'surprise': 0.06287657469511032, 'joy': 0.060687143355607986, 'anger': 0.019244255498051643, 'disgust': 0.008351653814315796, 'fear': 0.006111228838562965, 'disgust_linguistic': 1.0, 'disgust_sentence_count': 1}",0.7385820150375366,0.06287657469511032,0.10414702445268631,0.060687143355607986,0.006111228838562965,0.019244255498051643,0.008351653814315796,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,neutral
"@…  The fact that you mentioned that ""our PM cares about indigenous people and want to improve their lives"", points out the fact that majority of indigenous people are living in poverty when they have lived in Malaysia land long before the Malays arrived. The Malays who have held absolute political power since independence, failed the indigenous people community. Why is that?",1024,fact mentioned cares indigenous people want improve lives points fact majority indigenous people living poverty lived malaysia land long malays arrived malays held absolute political power since independence failed indigenous people community,negative,0.7493314743041992,0,"{'neutral': 0.476764053106308, 'sadness': 0.368496835231781, 'anger': 0.05887342244386673, 'joy': 0.050439320504665375, 'surprise': 0.027694325894117355, 'disgust': 0.012007099576294422, 'fear': 0.005724972579628229, 'love_linguistic': 1.0, 'love_sentence_count': 1}",0.476764053106308,0.027694325894117355,0.368496835231781,0.050439320504665375,0.005724972579628229,0.05887342244386673,0.012007099576294422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neutral
